Ticker,OfferPrice,Date,FilingUrl
AVTR,14.0,2019-05-20T06:11:35-04:00,https://www.sec.gov/Archives/edgar/data/1722482/000119312519150954/d698870d424b4.htm
TXG,39.0,2019-09-12T06:08:48-04:00,https://www.sec.gov/Archives/edgar/data/1770787/000119312519243349/d737378d424b4.htm
PD,24.0,2019-04-11T16:57:15-04:00,https://www.sec.gov/Archives/edgar/data/1568100/000162828019004208/pagerduty424b4.htm
BILL,22.0,2019-12-12T06:23:20-05:00,https://www.sec.gov/Archives/edgar/data/1786352/000119312519312012/d710902d424b4.htm
FUTU,12.0,2019-03-08T13:48:15-05:00,https://www.sec.gov/Archives/edgar/data/1754581/000119312519068853/d620103d424b4.htm
DOYU,11.5,2019-07-18T14:43:29-04:00,https://www.sec.gov/Archives/edgar/data/1762417/000104746919004260/a2239266z424b4.htm
AFYA,,,
BWIN,,,
FVRR,,2019-06-14T08:50:34-04:00,https://www.sec.gov/Archives/edgar/data/1762301/000104746919003639/a2239036z424b4.htm
HCAT,26.0,2019-07-25T06:04:32-04:00,https://www.sec.gov/Archives/edgar/data/1636422/000162828019009003/healthcatalyst424b4.htm
YJ,11.0,2019-05-03T15:00:45-04:00,https://www.sec.gov/Archives/edgar/data/1759614/000119312519136764/d633184d424b4.htm
RVLV,18.0,2019-06-07T16:03:52-04:00,https://www.sec.gov/Archives/edgar/data/1746618/000119312519168155/d669074d424b4.htm
ALEC,19.0,2019-02-07T13:52:39-05:00,https://www.sec.gov/Archives/edgar/data/1653087/000119312519030566/d550248d424b4.htm
LEVI,17.0,2019-03-21T16:57:26-04:00,https://www.sec.gov/Archives/edgar/data/94845/000119312519082264/d632158d424b4.htm
CHWY,22.0,2019-06-17T08:03:45-04:00,https://www.sec.gov/Archives/edgar/data/1766502/000119312519174261/d665122d424b4.htm
GNLN,,2019-04-19T21:01:09-04:00,https://www.sec.gov/Archives/edgar/data/1743745/000121390019006806/f424b4041719_greenlane.htm
ZM,36.0,2019-04-18T16:17:57-04:00,https://www.sec.gov/Archives/edgar/data/1585521/000119312519110919/d642624d424b4.htm
CRWD,34.0,2019-06-13T06:03:28-04:00,https://www.sec.gov/Archives/edgar/data/1535527/000104746919003607/a2239024z424b4.htm
TMDX,16.0,2019-05-02T16:38:29-04:00,https://www.sec.gov/Archives/edgar/data/1756262/000119312519135109/d737200d424b4.htm
FDMT,23.0,2020-12-11T21:46:25-05:00,https://www.sec.gov/Archives/edgar/data/1650648/000119312520316117/d69563d424b4.htm
SLQT,20.0,2020-05-21T20:49:54-04:00,https://www.sec.gov/Archives/edgar/data/1794783/000119312520149027/d838810d424b4.htm
RVMD,17.0,2020-02-13T16:02:55-05:00,https://www.sec.gov/Archives/edgar/data/1628171/000119312520035507/d799036d424b4.htm
RKT,,2020-08-07T19:03:30-04:00,https://www.sec.gov/Archives/edgar/data/1805284/000104746920004448/a2242208z424b4.htm
CERT,23.0,2020-12-14T17:26:35-05:00,https://www.sec.gov/Archives/edgar/data/1827090/000110465920135336/tm2030105-16_424b4.htm
YQ,10.5,2020-12-04T16:21:43-05:00,https://www.sec.gov/Archives/edgar/data/1821468/000119312520310650/d52135d424b4.htm
RXT,21.0,2020-08-05T16:31:47-04:00,https://www.sec.gov/Archives/edgar/data/1810019/000119312520210692/d915709d424b4.htm
KC,17.0,2020-05-11T09:10:46-04:00,https://www.sec.gov/Archives/edgar/data/1795589/000119312520138383/d805184d424b4.htm
VITL,22.0,2020-07-31T16:06:42-04:00,https://www.sec.gov/Archives/edgar/data/1579733/000119312520206382/d841617d424b4.htm
MAX,19.0,2020-10-29T11:24:20-04:00,https://www.sec.gov/Archives/edgar/data/1818383/000119312520280644/d48669d424b4.htm
ABCL,20.0,2020-12-14T16:27:25-05:00,https://www.sec.gov/Archives/edgar/data/1703057/000119312520316986/d29983d424b4.htm
NTST,18.0,2020-08-14T17:19:29-04:00,https://www.sec.gov/Archives/edgar/data/1798100/000104746920004626/a2242269z424b4.htm
ASO,13.0,2020-10-02T16:41:19-04:00,https://www.sec.gov/Archives/edgar/data/1817358/000119312520262578/d934024d424b4.htm
PASG,18.0,2020-02-28T16:07:11-05:00,https://www.sec.gov/Archives/edgar/data/1787297/000104746920001117/a2240853z424b4.htm
CMRC,,,
UPST,20.0,2020-12-16T16:19:20-05:00,https://www.sec.gov/Archives/edgar/data/1647639/000119312520319050/d867925d424b4.htm
STEP,18.0,2020-09-16T17:08:19-04:00,https://www.sec.gov/Archives/edgar/data/1796022/000119312520247268/d828990d424b4.htm
BNR,16.5,2020-06-12T09:04:58-04:00,https://www.sec.gov/Archives/edgar/data/1792267/000119312520167229/d806768d424b4.htm
NNOX,18.0,2020-08-24T17:19:41-04:00,https://www.sec.gov/Archives/edgar/data/1795251/000114036120018983/nt10006151x17_424b4.htm
LMND,,2020-07-02T07:04:09-04:00,https://www.sec.gov/Archives/edgar/data/1691421/000104746920003943/a2242013z424b4.htm
XPEV,15.0,2020-08-28T06:13:23-04:00,https://www.sec.gov/Archives/edgar/data/1810997/000119312520233600/d890887d424b4.htm
BQ,,2025-08-05T17:21:15-04:00,https://www.sec.gov/Archives/edgar/data/1815021/000121390025072183/ea0251890-424b4_boqiihold.htm
MEG,,2014-04-28T17:06:10-04:00,https://www.sec.gov/Archives/edgar/data/216539/000119312514163349/d714766d424b4.htm
EBC,,,
SDGR,17.0,2020-02-06T16:16:43-05:00,https://www.sec.gov/Archives/edgar/data/1490978/000119312520026787/d766269d424b4.htm
SEER,19.0,2020-12-04T17:21:12-05:00,https://www.sec.gov/Archives/edgar/data/1726445/000162828020017127/seer424b4.htm
HRMY,24.0,2020-08-19T20:09:27-04:00,https://www.sec.gov/Archives/edgar/data/1802665/000119312520224919/d755703d424b4.htm
BNL,17.0,2020-09-17T17:00:30-04:00,https://www.sec.gov/Archives/edgar/data/1424182/000119312520248132/d863791d424b4.htm
AI,42.0,2020-12-09T16:42:07-05:00,https://www.sec.gov/Archives/edgar/data/1577526/000162828020017290/c3ai424.htm
ALXO,19.0,2020-07-17T16:27:57-04:00,https://www.sec.gov/Archives/edgar/data/1810182/000119312520194755/d913838d424b4.htm
LSPD,,,
PUBM,20.0,2020-12-09T16:19:45-05:00,https://www.sec.gov/Archives/edgar/data/1422930/000162828020017283/pubmatic424b42020.htm
RPRX,4.0,2005-01-27T06:58:27-05:00,https://www.sec.gov/Archives/edgar/data/897075/000095013405001413/h19186b4e424b4.htm
CCCC,19.0,2020-10-02T17:10:25-04:00,https://www.sec.gov/Archives/edgar/data/1662579/000119312520262629/d772024d424b4.htm
HYFM,20.0,2020-12-11T16:16:31-05:00,https://www.sec.gov/Archives/edgar/data/1695295/000110465920134781/tm2027341-13_424b4.htm
SNOW,12.0,2014-01-31T16:55:46-05:00,https://www.sec.gov/Archives/edgar/data/1587755/000156761914000034/s000092x14_424b4.htm
LONA,,,
ORIC,16.0,2020-04-24T17:04:42-04:00,https://www.sec.gov/Archives/edgar/data/1796280/000119312520119234/d843476d424b4.htm
U,,2020-09-18T17:30:23-04:00,https://www.sec.gov/Archives/edgar/data/1810806/000119312520249257/d908875d424b4.htm
LUNG,19.0,2020-10-01T16:08:02-04:00,https://www.sec.gov/Archives/edgar/data/1127537/000162828020014122/pulmonx424b4.htm
NBP,,,
BEKE,20.0,2020-08-13T09:07:46-04:00,https://www.sec.gov/Archives/edgar/data/1809587/000104746920004582/a2242260z424b4.htm
NRIX,19.0,2020-07-24T16:06:27-04:00,https://www.sec.gov/Archives/edgar/data/1549595/000119312520198537/d903927d424b4.htm
PRAX,19.0,2020-10-16T16:02:32-04:00,https://www.sec.gov/Archives/edgar/data/1689548/000119312520271080/d945651d424b4.htm
TLS,17.0,2020-11-20T16:06:31-05:00,https://www.sec.gov/Archives/edgar/data/320121/000114036120026242/nt10015254x11_424b4.htm
MASS,20.0,2020-12-18T16:03:30-05:00,https://www.sec.gov/Archives/edgar/data/1555279/000110465920137398/tm2032047-21_424b4.htm
MRVI,27.0,2020-11-23T16:36:30-05:00,https://www.sec.gov/Archives/edgar/data/1823239/000119312520301431/d73061d424b4.htm
MRX,19.0,2024-04-25T19:31:09-04:00,https://www.sec.gov/Archives/edgar/data/1997464/000119312524114579/d551881d424b4.htm
MXCT,13.0,2021-07-30T16:06:13-04:00,https://www.sec.gov/Archives/edgar/data/1287098/000110465921098238/tm2113965-12_424b4.htm
NBP,,,
NCNO,,2020-07-14T15:31:03-04:00,https://www.sec.gov/Archives/edgar/data/1566895/000119312520192569/d24571d424b4.htm
NET,15.0,2019-09-13T06:07:47-04:00,https://www.sec.gov/Archives/edgar/data/1477333/000119312519244325/d735023d424b4.htm
NKTX,18.0,2020-07-10T21:35:36-04:00,https://www.sec.gov/Archives/edgar/data/1787400/000119312520191255/d884708d424b4.htm
NNOX,18.0,2020-08-24T17:19:41-04:00,https://www.sec.gov/Archives/edgar/data/1795251/000114036120018983/nt10006151x17_424b4.htm
NRDS,18.0,2021-11-05T16:18:27-04:00,https://www.sec.gov/Archives/edgar/data/1625278/000162828021022027/nerdwallet424b4.htm
NRIX,19.0,2020-07-24T16:06:27-04:00,https://www.sec.gov/Archives/edgar/data/1549595/000119312520198537/d903927d424b4.htm
NTST,18.0,2020-08-14T17:19:29-04:00,https://www.sec.gov/Archives/edgar/data/1798100/000104746920004626/a2242269z424b4.htm
NU,,,
NVST,22.0,2019-09-18T17:33:32-04:00,https://www.sec.gov/Archives/edgar/data/1757073/000175707319000026/envista424b4.htm
NXT,24.0,2023-02-10T17:20:34-05:00,https://www.sec.gov/Archives/edgar/data/1852131/000119312523032878/d139910d424b4.htm
ODD,35.0,2023-07-20T17:25:34-04:00,https://www.sec.gov/Archives/edgar/data/1907085/000110465923082792/tm223332-38_424b4.htm
OLMA,19.0,2020-11-19T16:43:03-05:00,https://www.sec.gov/Archives/edgar/data/1750284/000110465920127387/tm2027048-15_424b4.htm
OLPX,21.0,2021-10-01T16:17:07-04:00,https://www.sec.gov/Archives/edgar/data/1868726/000119312521289710/d164089d424b4.htm
OM,27.0,2020-09-16T14:05:19-04:00,https://www.sec.gov/Archives/edgar/data/1484612/000119312520247044/d941853d424b4.htm
ONON,24.0,2021-09-16T16:25:50-04:00,https://www.sec.gov/Archives/edgar/data/1858985/000119312521275158/d175570d424b4.htm
ORIC,16.0,2020-04-24T17:04:42-04:00,https://www.sec.gov/Archives/edgar/data/1796280/000119312520119234/d843476d424b4.htm
OS,20.0,2024-07-24T17:16:41-04:00,https://www.sec.gov/Archives/edgar/data/1889956/000095017024086133/onestream_424b4.htm
PACS,21.0,2024-04-12T16:17:20-04:00,https://www.sec.gov/Archives/edgar/data/2001184/000162828024016052/pacs-424b4.htm
PAL,15.0,2024-05-10T17:11:41-04:00,https://www.sec.gov/Archives/edgar/data/1998768/000121390024041822/ea0201004-12.htm
PASG,18.0,2020-02-28T16:07:11-05:00,https://www.sec.gov/Archives/edgar/data/1787297/000104746920001117/a2240853z424b4.htm
PCVX,16.0,2020-06-15T17:17:35-04:00,https://www.sec.gov/Archives/edgar/data/1649094/000119312520169580/d802328d424b4.htm
PD,24.0,2019-04-11T16:57:15-04:00,https://www.sec.gov/Archives/edgar/data/1568100/000162828019004208/pagerduty424b4.htm
PGNY,13.0,2019-10-25T16:44:36-04:00,https://www.sec.gov/Archives/edgar/data/1551306/000104746919005913/a2239907z424b4.htm
PHR,18.0,2019-07-19T16:07:23-04:00,https://www.sec.gov/Archives/edgar/data/1412408/000119312519198016/d692551d424b4.htm
PINS,19.0,2019-04-18T17:22:46-04:00,https://www.sec.gov/Archives/edgar/data/1506293/000119312519111067/d697629d424b4.htm
PLMR,15.0,2019-04-17T16:59:46-04:00,https://www.sec.gov/Archives/edgar/data/1761312/000104746919002321/a2238510z424b4.htm
PLRX,16.0,2020-06-03T17:27:47-04:00,https://www.sec.gov/Archives/edgar/data/1746473/000119312520159718/d729258d424b4.htm
PLTR,,2020-09-30T06:06:31-04:00,https://www.sec.gov/Archives/edgar/data/1321655/000119312520258493/d904406d424b4.htm
PMVP,18.0,2020-09-25T16:03:05-04:00,https://www.sec.gov/Archives/edgar/data/1699382/000119312520254551/d922470d424b4.htm
PONY,13.0,2024-11-27T16:05:56-05:00,https://www.sec.gov/Archives/edgar/data/1969302/000110465924123680/tm2310344-35_424b4.htm
PRAX,19.0,2020-10-16T16:02:32-04:00,https://www.sec.gov/Archives/edgar/data/1689548/000119312520271080/d945651d424b4.htm
PRCT,25.0,2021-09-16T16:42:37-04:00,https://www.sec.gov/Archives/edgar/data/1588978/000162828021018770/proceptbiorobotics424b4.htm
PRLD,19.0,2020-09-25T16:08:31-04:00,https://www.sec.gov/Archives/edgar/data/1678660/000119312520254577/d935180d424b4.htm
PRME,17.0,2022-10-21T16:47:42-04:00,https://www.sec.gov/Archives/edgar/data/1894562/000162828022026826/primemedicinefinal424b.htm
PSN,27.0,2019-05-09T06:34:41-04:00,https://www.sec.gov/Archives/edgar/data/275880/000119312519142103/d625480d424b4.htm
PSNL,17.0,2019-06-20T17:16:54-04:00,https://www.sec.gov/Archives/edgar/data/1527753/000119312519177650/d677649d424b4.htm
PTLO,20.0,2021-10-22T17:22:48-04:00,https://www.sec.gov/Archives/edgar/data/1871509/000119312521305586/d184092d424b4.htm
PTON,,2019-09-26T06:09:57-04:00,https://www.sec.gov/Archives/edgar/data/1639825/000119312519255124/d738839d424b4.htm
PUBM,20.0,2020-12-09T16:19:45-05:00,https://www.sec.gov/Archives/edgar/data/1422930/000162828020017283/pubmatic424b42020.htm
PYXS,16.0,2021-10-08T17:00:03-04:00,https://www.sec.gov/Archives/edgar/data/1782223/000119312521295600/d156228d424b4.htm
RBRK,32.0,2024-04-26T17:20:54-04:00,https://www.sec.gov/Archives/edgar/data/1943896/000119312524118478/d359771d424b4.htm
RDDT,34.0,2024-03-21T09:03:42-04:00,https://www.sec.gov/Archives/edgar/data/1713445/000162828024012380/reddit-final424b4.htm
REAL,20.0,2019-06-28T06:07:10-04:00,https://www.sec.gov/Archives/edgar/data/1573221/000119312519184923/d720814d424b4.htm
RELY,43.0,2021-09-24T08:48:50-04:00,https://www.sec.gov/Archives/edgar/data/1782170/000162828021019130/remitlyglobalinc-424b4.htm
RENT,21.0,2021-10-27T06:13:52-04:00,https://www.sec.gov/Archives/edgar/data/1468327/000119312521308630/d194411d424b4.htm
REYN,,2020-01-31T16:32:27-05:00,https://www.sec.gov/Archives/edgar/data/1786431/000119312520021414/d769843d424b4.htm
RIVN,78.0,2021-11-12T17:00:47-05:00,https://www.sec.gov/Archives/edgar/data/1874178/000119312521328239/d157488d424b4.htm
RKT,,2020-08-07T19:03:30-04:00,https://www.sec.gov/Archives/edgar/data/1805284/000104746920004448/a2242208z424b4.htm
RLAY,20.0,2020-07-16T16:34:32-04:00,https://www.sec.gov/Archives/edgar/data/1812364/000119312520194016/d904779d424b4.htm
ROOT,27.0,2020-10-29T17:27:41-04:00,https://www.sec.gov/Archives/edgar/data/1788882/000162828020015115/rootfinal424b4.htm
RPC,,2007-01-12T16:29:26-05:00,https://www.sec.gov/Archives/edgar/data/838879/000095013707000307/a26080b4e424b4.htm
RPID,20.0,2021-07-16T16:16:38-04:00,https://www.sec.gov/Archives/edgar/data/1380106/000110465921093078/tm219739-18_424b4.htm
RPRX,4.0,2005-01-27T06:58:27-05:00,https://www.sec.gov/Archives/edgar/data/897075/000095013405001413/h19186b4e424b4.htm
RSKD,21.0,2021-07-30T16:06:12-04:00,https://www.sec.gov/Archives/edgar/data/1851112/000162828021015042/riskified424b4.htm
RVLV,18.0,2019-06-07T16:03:52-04:00,https://www.sec.gov/Archives/edgar/data/1746618/000119312519168155/d669074d424b4.htm
RVMD,17.0,2020-02-13T16:02:55-05:00,https://www.sec.gov/Archives/edgar/data/1628171/000119312520035507/d799036d424b4.htm
RXT,21.0,2020-08-05T16:31:47-04:00,https://www.sec.gov/Archives/edgar/data/1810019/000119312520210692/d915709d424b4.htm
RYAN,23.5,2021-07-23T16:06:49-04:00,https://www.sec.gov/Archives/edgar/data/1849253/000119312521223004/d146849d424b4.htm
S,35.0,2021-06-30T17:29:48-04:00,https://www.sec.gov/Archives/edgar/data/1583708/000162828021013240/sentineloneinc424b4.htm
SARO,24.0,2024-10-02T16:09:12-04:00,https://www.sec.gov/Archives/edgar/data/2025410/000119312524231156/d838237d424b4.htm
SDGR,17.0,2020-02-06T16:16:43-05:00,https://www.sec.gov/Archives/edgar/data/1490978/000119312520026787/d766269d424b4.htm
SDHC,21.0,2024-01-12T16:35:27-05:00,https://www.sec.gov/Archives/edgar/data/1982518/000114036124002139/ny20009679x16_424b4.htm
SEER,19.0,2020-12-04T17:21:12-05:00,https://www.sec.gov/Archives/edgar/data/1726445/000162828020017127/seer424b4.htm
SEPN,18.0,2024-10-25T16:06:08-04:00,https://www.sec.gov/Archives/edgar/data/1984086/000119312524244123/d762905d424b4.htm
SG,28.0,2021-11-18T18:57:48-05:00,https://www.sec.gov/Archives/edgar/data/1477815/000119312521334087/d104360d424b4.htm
SGHT,24.0,2021-07-15T17:23:29-04:00,https://www.sec.gov/Archives/edgar/data/1531177/000119312521216560/d90195d424b4.htm
SGN,5.0,2023-11-15T17:03:31-05:00,https://www.sec.gov/Archives/edgar/data/1898474/000121390023087613/ea188471-424b4_signingday.htm
SHC,23.0,2020-11-20T17:32:49-05:00,https://www.sec.gov/Archives/edgar/data/1822479/000119312520299567/d93452d424b4.htm
SKWD,15.0,2023-01-13T16:06:01-05:00,https://www.sec.gov/Archives/edgar/data/1519449/000110465923003801/tm228594-17_424b4.htm
SLQT,20.0,2020-05-21T20:49:54-04:00,https://www.sec.gov/Archives/edgar/data/1794783/000119312520149027/d838810d424b4.htm
SNDL,13.0,2019-08-01T11:12:51-04:00,https://www.sec.gov/Archives/edgar/data/1766600/000119312519210209/d720415d424b4.htm
SNOW,12.0,2014-01-31T16:55:46-05:00,https://www.sec.gov/Archives/edgar/data/1587755/000156761914000034/s000092x14_424b4.htm
SOPA,9.0,2021-11-10T10:15:31-05:00,https://www.sec.gov/Archives/edgar/data/1817511/000160706221000501/sopa110921form424b.htm
SPT,17.0,2019-12-13T16:46:12-05:00,https://www.sec.gov/Archives/edgar/data/1517375/000162828019015085/sproutsocial424b4.htm
SRAD,,2021-09-15T16:29:37-04:00,https://www.sec.gov/Archives/edgar/data/1836470/000119312521273996/d122309d424b4.htm
STEP,18.0,2020-09-16T17:08:19-04:00,https://www.sec.gov/Archives/edgar/data/1796022/000119312520247268/d828990d424b4.htm
STOK,18.0,2019-06-19T16:16:53-04:00,https://www.sec.gov/Archives/edgar/data/1623526/000119312519176488/d675029d424b4.htm
STTK,17.0,2020-10-13T06:11:21-04:00,https://www.sec.gov/Archives/edgar/data/1680367/000119312520267801/d69956d424b4.htm
STVN,21.0,2021-07-16T14:18:58-04:00,https://www.sec.gov/Archives/edgar/data/1849853/000119312521217250/d87447d424b4.htm
SVCO,19.0,2024-05-10T16:03:03-04:00,https://www.sec.gov/Archives/edgar/data/1943289/000162828024022612/silvacogroupinc-424b4.htm
SVV,18.0,2023-06-30T06:27:31-04:00,https://www.sec.gov/Archives/edgar/data/1883313/000119312523179214/d264743d424b4.htm
SY,13.8,2019-05-02T08:49:14-04:00,https://www.sec.gov/Archives/edgar/data/1758530/000119312519133974/d649858d424b4.htm
TBBB,,,
TEM,37.0,2024-06-17T06:07:46-04:00,https://www.sec.gov/Archives/edgar/data/1717115/000119312524161989/d221145d424b4.htm
TGL,4.0,2022-08-12T17:01:46-04:00,https://www.sec.gov/Archives/edgar/data/1905956/000157587222000777/cm151_424b4.htm
TIGR,8.0,2019-03-20T13:53:21-04:00,https://www.sec.gov/Archives/edgar/data/1756699/000104746919001463/a2238128z424b4.htm
TKLF,4.0,2022-01-11T06:02:13-05:00,https://www.sec.gov/Archives/edgar/data/1836242/000121390022001448/ea153750-424b4_yoshitsuco.htm
TKNO,16.0,2021-06-25T16:49:33-04:00,https://www.sec.gov/Archives/edgar/data/1850902/000119312521200510/d83801d424b4.htm
TLS,17.0,2020-11-20T16:06:31-05:00,https://www.sec.gov/Archives/edgar/data/320121/000114036120026242/nt10015254x11_424b4.htm
TMDX,16.0,2019-05-02T16:38:29-04:00,https://www.sec.gov/Archives/edgar/data/1756262/000119312519135109/d737200d424b4.htm
TOST,40.0,2021-09-22T16:02:24-04:00,https://www.sec.gov/Archives/edgar/data/1650164/000119312521279379/d166297d424b4.htm
TPG,29.5,2022-01-14T16:23:25-05:00,https://www.sec.gov/Archives/edgar/data/1880661/000119312522009890/d197780d424b4.htm
TSHA,20.0,2020-09-24T17:50:54-04:00,https://www.sec.gov/Archives/edgar/data/1806310/000119312520253550/d938924d424b4.htm
TTAN,,,
TW,27.0,2019-04-05T17:24:29-04:00,https://www.sec.gov/Archives/edgar/data/1758730/000114420419018482/tv517881_424b4.htm
TWFG,17.0,2024-07-18T17:57:51-04:00,https://www.sec.gov/Archives/edgar/data/2007596/000162828024032250/twfginc-424b4.htm
TXG,39.0,2019-09-12T06:08:48-04:00,https://www.sec.gov/Archives/edgar/data/1770787/000119312519243349/d737378d424b4.htm
U,,2020-09-18T17:30:23-04:00,https://www.sec.gov/Archives/edgar/data/1810806/000119312520249257/d908875d424b4.htm
UBER,45.0,2019-05-13T06:07:15-04:00,https://www.sec.gov/Archives/edgar/data/1543151/000119312519144716/d647752d424b4.htm
UDMY,29.0,2021-10-29T16:05:58-04:00,https://www.sec.gov/Archives/edgar/data/1607939/000119312521313334/d163445d424b4.htm
ULS,28.0,2024-04-15T16:12:32-04:00,https://www.sec.gov/Archives/edgar/data/1901440/000162828024016209/ul-424b4.htm
UPB,17.0,2024-10-11T16:05:44-04:00,https://www.sec.gov/Archives/edgar/data/2022626/000119312524236714/d843142d424b4.htm
UPST,20.0,2020-12-16T16:19:20-05:00,https://www.sec.gov/Archives/edgar/data/1647639/000119312520319050/d867925d424b4.htm
VEEE,6.0,2021-07-22T16:17:10-04:00,https://www.sec.gov/Archives/edgar/data/1855509/000173112221001217/e2938_424b4.htm
VERX,19.0,2020-07-30T19:04:51-04:00,https://www.sec.gov/Archives/edgar/data/1806837/000104746920004331/a2242154z424b4.htm
VIK,24.0,2024-05-02T16:07:19-04:00,https://www.sec.gov/Archives/edgar/data/1745201/000119312524129359/d496227d424b4.htm
VITL,22.0,2020-07-31T16:06:42-04:00,https://www.sec.gov/Archives/edgar/data/1579733/000119312520206382/d841617d424b4.htm
VSTD,,,
VTEX,19.0,2021-07-22T12:54:30-04:00,https://www.sec.gov/Archives/edgar/data/1793663/000119312521221626/d155132d424b4.htm
VTMX,,,
WAY,21.5,2024-06-07T16:15:24-04:00,https://www.sec.gov/Archives/edgar/data/1990354/000110465924069649/tm2333808-12_424b4.htm
WBTN,21.0,2024-06-27T07:28:57-04:00,https://www.sec.gov/Archives/edgar/data/1997859/000119312524169730/d396527d424b4.htm
WEAV,24.0,2021-11-12T16:03:56-05:00,https://www.sec.gov/Archives/edgar/data/1609151/000162828021023138/weave424b4.htm
WMG,17.0,2005-05-11T15:39:01-04:00,https://www.sec.gov/Archives/edgar/data/1319161/000104746905014383/a2158038z424b4.htm
WRBY,,2021-09-29T06:48:30-04:00,https://www.sec.gov/Archives/edgar/data/1504776/000162828021019236/warbyparkerinc424b4.htm
XMTR,44.0,2021-07-01T17:17:00-04:00,https://www.sec.gov/Archives/edgar/data/1657573/000119312521206526/d120843d424b4.htm
XP,,,
XPEV,15.0,2020-08-28T06:13:23-04:00,https://www.sec.gov/Archives/edgar/data/1810997/000119312520233600/d890887d424b4.htm
XPON,7.0,2022-04-04T17:22:41-04:00,https://www.sec.gov/Archives/edgar/data/1894954/000190359622000141/sfs424b4xpon040422.htm
