ticker,year,open_px,close_px,underpricing,ret_30d,ipo_size_m,fed_rate,sic,sector,pe_backed,cohort,cohort_en,log_size,company_age,revenue_ltm,profitable,ret_12m_flag,ipo_date,OfferPrice,Size_Million,Date,FilingUrl,ret_12m,ret_12m.1
ADPT,2019,39.0099983215332,40.29999923706055,0.8318181471391157,0.0330025274499657,438.6908371246338,2.16,2836.0,Industrials,1,2019-2021,Low Rate (2019–2021),6.083794921527406,5.0,85.071,0.0,ok,1970-01-01 01:00:25.569,22.0,107.8,2014-06-25T17:17:29-04:00,https://www.sec.gov/Archives/edgar/data/1602367/000104746914005870/a2220618z424b4.htm,0.1709677300269594,0.1709677300269594
SY,2019,15.11372251348296,16.67089462280273,0.2080358422320819,-0.2780219899660769,202.7007122340794,2.16,7374.0,Tech,1,2019-2021,Low Rate (2019–2021),5.311730567186756,6.0,165.422,1.0,ok,1970-01-01 01:00:25.569,13.8,179.4,2019-05-02T08:49:14-04:00,https://www.sec.gov/Archives/edgar/data/1758530/000119312519133974/d649858d424b4.htm,-0.4302197852488745,-0.4302197852488745
TRVI,2019,9.5,7.889999866485596,-0.2110000133514404,0.2040557871684146,12.98555,2.16,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),2.563837200782965,8.0,,,ok,1970-01-01 01:00:25.569,10.0,55.0,2019-05-08T16:02:52-04:00,https://www.sec.gov/Archives/edgar/data/1563880/000119312519141374/d643194d424b4.htm,-0.656527239036054,-0.656527239036054
JFU,2019,217.6000061035156,195.1999969482422,19.54736809981497,0.06045083625122502,26.76480075073242,2.16,6199.0,Finance,0,2019-2021,Low Rate (2019–2021),3.287087619421312,,635.606,0.0,ok,1970-01-01 01:00:25.569,9.5,84.55,2019-08-15T16:22:43-04:00,https://www.sec.gov/Archives/edgar/data/1619544/000104746919004776/a2239503z424b4.htm,-0.7930327758325166,-0.7930327758325166
HBT,2019,12.88293114357618,12.35807037353516,-0.2276206016540525,0.1177606669230774,48.37025327167112,2.16,6022.0,Finance,1,2019-2021,Low Rate (2019–2021),3.878885022952486,99.0,,,ok,1970-01-01 01:00:25.569,16.0,132.8,2019-10-11T17:08:24-04:00,https://www.sec.gov/Archives/edgar/data/775215/000104746919005718/a2239831z424b4.htm,-0.1957104038345546,-0.1957104038345546
OPRT,2019,15.69999980926514,16.17000007629395,0.07800000508626326,0.05132961779776844,27.06208967123032,2.16,6199.0,Finance,1,2019-2021,Low Rate (2019–2021),3.298133843383753,14.0,600.148,1.0,ok,1970-01-01 01:00:25.569,15.0,93.75,2019-09-26T17:50:30-04:00,https://www.sec.gov/Archives/edgar/data/1538716/000119312519256164/d692259d424b4.htm,-0.2980828492320533,-0.2980828492320533
GOSS,2019,19.0,17.94000053405762,0.1212500333786013,0.2318840425625792,112.005,2.16,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),4.718543513155774,16.0,,,ok,1970-01-01 01:00:25.569,16.0,276.0,2019-02-08T16:40:52-05:00,https://www.sec.gov/Archives/edgar/data/1728117/000119312519032320/d626440d424b4.htm,-0.1750278846068996,-0.1750278846068996
BRBR,2019,16.1200008392334,16.35000038146973,0.1678571701049807,0.237308811635503,19.65350502319336,2.16,2000.0,Industrials,1,2019-2021,Low Rate (2019–2021),2.978255695090351,33.0,244.0,1.0,ok,1970-01-01 01:00:25.569,14.0,479.999996,2019-10-17T16:06:30-04:00,https://www.sec.gov/Archives/edgar/data/1772016/000119312519269310/d727525d424b4.htm,0.384709410484631,0.384709410484631
CABA,2019,9.0,10.0,-0.09090909090909091,-0.0890000343322754,8.7435,2.16,2836.0,Industrials,1,2019-2021,Low Rate (2019–2021),2.168310567171577,2.0,,,ok,1970-01-01 01:00:25.569,11.0,74.8,2019-10-25T16:36:54-04:00,https://www.sec.gov/Archives/edgar/data/1759138/000119312519274807/d686907d424b4.htm,0.2060000419616699,0.2060000419616699
TIGR,2019,8.109999656677246,10.92000007629395,0.3650000095367438,0.2051281827351764,178.2050774559975,2.16,6211.0,Finance,1,2019-2021,Low Rate (2019–2021),5.182935007649856,5.0,58.6629,0.0,ok,1970-01-01 01:00:25.569,8.0,104.0,2019-03-20T13:53:21-04:00,https://www.sec.gov/Archives/edgar/data/1756699/000104746919001463/a2238128z424b4.htm,-0.7985347955757197,-0.7985347955757197
NFE,2019,11.63414131877619,11.47609233856201,-0.1802791186741421,-0.2134660123296898,47.08336991708725,2.16,4924.0,Industrials,1,2019-2021,Low Rate (2019–2021),3.851919858358222,5.0,69.752,0.0,ok,1970-01-01 01:00:25.569,14.0,280.0,2019-01-31T17:05:35-05:00,https://www.sec.gov/Archives/edgar/data/1749723/000114036119002130/s002392x18_424b4.htm,0.1514919033894725,0.1514919033894725
PSTL,2019,11.60106563568115,11.60106563568115,-0.317584374371697,-0.1023529012341467,12.3852976726532,2.16,6798.0,Finance,1,2019-2021,Low Rate (2019–2021),2.516510097586134,1.0,11.289356,0.0,ok,1970-01-01 01:00:25.569,17.0,76.5,2019-05-16T17:27:07-04:00,https://www.sec.gov/Archives/edgar/data/1759774/000161577419008054/s118352_424b4.htm,-0.1295836279039179,-0.1295836279039179
PHR,2019,26.75,25.07999992370605,0.3933333290947806,0.07496009435748018,213.97325,2.16,7389.0,Consumer,1,2019-2021,Low Rate (2019–2021),5.3658510072087,2097.0,32.843,0.0,ok,1970-01-01 01:00:25.569,18.0,167.187492,2019-07-19T16:07:23-04:00,https://www.sec.gov/Archives/edgar/data/1412408/000119312519198016/d692551d424b4.htm,0.1746411153943645,0.1746411153943645
DTIL,2019,540.0,523.2000122070312,31.70000076293945,-0.251720200944715,69.55362,2.16,2836.0,Industrials,1,2019-2021,Low Rate (2019–2021),4.242097965900649,13.0,1070.0,0.0,ok,1970-01-01 01:00:25.569,16.0,126.4,2019-03-28T17:29:16-04:00,https://www.sec.gov/Archives/edgar/data/1357874/000119312519090666/d717633d424b4.htm,-0.6536697386839108,-0.6536697386839108
QNCX,2019,201.6999969482422,328.8999938964844,18.34705846449908,0.09121313638407055,27.11049658981323,2.16,2836.0,Industrials,0,2019-2021,Low Rate (2019–2021),3.299920980930903,,,,ok,1970-01-01 01:00:25.569,17.0,75.004,2019-05-09T17:14:55-04:00,https://www.sec.gov/Archives/edgar/data/1662774/000119312519143164/d703513d424b4.htm,0.4335664601696421,0.4335664601696421
UBER,2019,42.0,41.56999969482422,-0.07622222900390625,0.03656484168685051,7825.545,2.16,7389.0,Consumer,1,2019-2021,Low Rate (2019–2021),8.965148661545307,10.0,13000.0,0.0,ok,1970-01-01 01:00:25.569,45.0,8100.0,2019-05-13T06:07:15-04:00,https://www.sec.gov/Archives/edgar/data/1543151/000119312519144716/d647752d424b4.htm,-0.2112099794022864,-0.2112099794022864
PLMR,2019,18.5,18.98999977111816,0.2659999847412107,0.2216956841792209,80.3233,2.16,6331.0,Finance,1,2019-2021,Low Rate (2019–2021),4.386059740756797,5.0,34.623,1.0,ok,1970-01-01 01:00:25.569,15.0,84.375,2019-04-17T16:59:46-04:00,https://www.sec.gov/Archives/edgar/data/1761312/000104746919002321/a2238510z424b4.htm,1.908899544194895,1.908899544194895
NVST,2019,25.64999961853027,27.95000076293945,0.2704545801336113,0.07906973252762926,259.3881861423492,2.16,3843.0,Industrials,1,2019-2021,Low Rate (2019–2021),5.558325727831926,2096.0,2284.8,1.0,ok,1970-01-01 01:00:25.569,22.0,588.896,2019-09-18T17:33:32-04:00,https://www.sec.gov/Archives/edgar/data/1757073/000175707319000026/envista424b4.htm,-0.08622539469149745,-0.08622539469149745
GO,2019,31.0,28.51000022888184,0.2959091013128109,0.3591722093619842,415.2605,2.16,5411.0,Consumer,1,2019-2021,Low Rate (2019–2021),6.028906034146026,73.0,655.517,1.0,ok,1970-01-01 01:00:25.569,22.0,378.125,2019-06-20T17:18:32-04:00,https://www.sec.gov/Archives/edgar/data/1771515/000119312519177655/d710724d424b4.htm,0.2209751348239911,0.2209751348239911
AMTD,2019,53.45999908447266,60.54000091552734,3.804761977422805,-0.127849381589316,15.26993991849518,2.16,6199.0,Finance,1,2019-2021,Low Rate (2019–2021),2.725886184612138,26.0,,,ok,1970-01-01 01:00:25.569,12.6,542.9508588,2003-11-14T16:04:50-05:00,https://www.sec.gov/Archives/edgar/data/1173431/000095013703005984/c80472b4e424b4.htm,-0.3161545936603942,-0.3161545936603942
MIRM,2019,13.0,13.21000003814697,-0.1193333307902019,-0.02498106909561715,19.1659,2.16,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),2.953132658335174,1.0,,,ok,1970-01-01 01:00:25.569,15.0,75.0,2019-07-18T16:04:13-04:00,https://www.sec.gov/Archives/edgar/data/1759425/000119312519196500/d730455d424b4.htm,0.5238455036060945,0.5238455036060945
BBIO,2019,30.61000061035156,27.54999923706055,0.6205881904153265,-0.02431942268051515,152.6214630432129,2.16,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),5.0279607579983,4.0,40.56,0.0,ok,1970-01-01 01:00:25.569,17.0,348.5,2019-06-28T16:33:00-04:00,https://www.sec.gov/Archives/edgar/data/1743881/000119312519186080/d613995d424b4.htm,0.2457350506440885,0.2457350506440885
JMIA,2019,18.95000076293945,25.45999908447266,0.7558620058257006,-0.09426550293923484,179.5000922267914,2.16,5961.0,Consumer,0,2019-2021,Low Rate (2019–2021),5.190175721726482,,,,ok,1970-01-01 01:00:25.569,14.5,195.75,2019-04-15T07:24:08-04:00,https://www.sec.gov/Archives/edgar/data/1756708/000119312519105752/d650749d424b4.htm,-0.8731343230470352,-0.8731343230470352
ALRS,2019,15.24711542212253,15.80155658721924,-0.2475449244181314,-0.01253137385040002,0.03201894238645731,2.16,6021.0,Finance,0,2019-2021,Low Rate (2019–2021),-3.441427601738661,,,,ok,1970-01-01 01:00:25.569,21.0,60.06,2019-09-13T14:33:35-04:00,https://www.sec.gov/Archives/edgar/data/903419/000104746919005221/a2239683z424b4.htm,0.1770653015577764,0.1770653015577764
KRRO,2019,560.0,685.0,47.92857142857143,0.1218978102189781,20.68864,2.16,2834.0,Industrials,0,2019-2021,Low Rate (2019–2021),3.029584757359197,,4.709,0.0,ok,1970-01-01 01:00:25.569,14.0,84.0,2019-10-04T16:19:48-04:00,https://www.sec.gov/Archives/edgar/data/1703647/000119312519262758/d72917d424b4.htm,0.4510948905109489,0.4510948905109489
BYND,2019,46.0,65.75,1.63,1.303878262015803,1063.474,2.16,2000.0,Industrials,1,2019-2021,Low Rate (2019–2021),6.969296186762696,10.0,98.479,0.0,ok,1970-01-01 01:00:25.569,25.0,240.625,2019-05-02T20:34:56-04:00,https://www.sec.gov/Archives/edgar/data/1655210/000162828019005740/beyondmeat424b4.htm,0.5055512983082818,0.5055512983082818
DAO,2019,13.5,12.5,-0.2647058823529412,0.1263999938964844,53.18865,2.16,8200.0,Other,1,2019-2021,Low Rate (2019–2021),3.973845027721471,13.0,187.435,0.0,ok,1970-01-01 01:00:25.569,17.0,95.2,2019-10-25T13:37:12-04:00,https://www.sec.gov/Archives/edgar/data/1781753/000119312519274545/d771710d424b4.htm,1.12,1.12
SPFI,2019,16.05001922560706,15.96886730194092,-0.08749329703194744,-0.02540942971904147,23.26931787328511,2.16,6022.0,Finance,1,2019-2021,Low Rate (2019–2021),3.147135663317085,78.0,,,ok,1970-01-01 01:00:25.569,17.5,59.15,2019-05-09T13:43:11-04:00,https://www.sec.gov/Archives/edgar/data/1163668/000114036119008813/s002614x11_424b4.htm,-0.3110866034811094,-0.3110866034811094
NET,2019,18.0,18.0,0.2,-0.1016666624281141,647.8866,2.16,7372.0,Tech,1,2019-2021,Low Rate (2019–2021),6.473715681037988,10.0,287.022,0.0,ok,1970-01-01 01:00:25.569,15.0,525.0,2019-09-13T06:07:47-04:00,https://www.sec.gov/Archives/edgar/data/1477333/000119312519244325/d735023d424b4.htm,0.8983332316080729,0.8983332316080729
APRE,2019,309.1000061035156,410.0,26.33333333333333,0.3190243604706555,28.13737355560303,2.16,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),3.337098712419218,16.0,,,ok,1970-01-01 01:00:25.569,15.0,85.000005,2019-10-03T20:41:06-04:00,https://www.sec.gov/Archives/edgar/data/1781983/000104746919005587/a2239817z424b4.htm,0.2717073766196647,0.2717073766196647
CSTL,2019,20.0,21.39999961853027,0.3374999761581419,0.1873831916057407,43.128,2.16,8071.0,Healthcare,1,2019-2021,Low Rate (2019–2021),3.764172438149368,8.0,17.635,1.0,ok,1970-01-01 01:00:25.569,16.0,64.0,2019-07-25T21:58:57-04:00,https://www.sec.gov/Archives/edgar/data/1447362/000114036119013449/nt10000802x12_424b4.htm,0.8742991273523335,0.8742991273523335
STOK,2019,27.20999908447266,25.56999969482422,0.4205555386013455,0.003128663459556003,170.2965002700806,2.16,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),5.137541037076274,5.0,,,ok,1970-01-01 01:00:25.569,18.0,142.03998,2019-06-19T16:16:53-04:00,https://www.sec.gov/Archives/edgar/data/1623526/000119312519176488/d675029d424b4.htm,-0.0993351207858187,-0.0993351207858187
DT,2019,25.5,23.85000038146973,0.4906250238418581,-0.11865827582564,740.44605,2.16,7372.0,Tech,1,2019-2021,Low Rate (2019–2021),6.607252774875455,76.0,430.966,0.0,ok,1970-01-01 01:00:25.569,16.0,569.753792,2019-08-01T16:36:13-04:00,https://www.sec.gov/Archives/edgar/data/1773383/000119312519210943/d668054d424b4.htm,0.7765198429432381,0.7765198429432381
PSN,2019,30.64999961853027,30.06999969482422,0.113703692400897,0.1882274660743124,453.537239355278,2.16,7373.0,Tech,1,2019-2021,Low Rate (2019–2021),6.117077381631042,75.0,1037.388,1.0,ok,1970-01-01 01:00:25.569,27.0,499.9995,2019-05-09T06:34:41-04:00,https://www.sec.gov/Archives/edgar/data/275880/000119312519142103/d625480d424b4.htm,0.19687402872377,0.19687402872377
TELA,2019,13.75,13.35000038146973,0.02692310626690231,-0.08239702996537483,17.45975,2.16,3841.0,Industrials,1,2019-2021,Low Rate (2019–2021),2.859898231866793,7.0,15.446,0.0,ok,1970-01-01 01:00:25.569,13.0,52.0,2019-11-08T16:49:31-05:00,https://www.sec.gov/Archives/edgar/data/1561921/000104746919006195/a2240032z424b4.htm,0.2232209331149288,0.2232209331149288
PINE,2019,12.70252990722656,12.70252990722656,-0.3314457943564968,0.004660436434575055,19.07538916168213,2.16,6798.0,Finance,1,2019-2021,Low Rate (2019–2021),2.948398978623334,9.0,1.394,0.0,ok,1970-01-01 01:00:25.569,19.0,142.5,2019-11-25T17:17:03-05:00,https://www.sec.gov/Archives/edgar/data/1786117/000119312519300019/d793798d424b4.htm,-0.1367571175345751,-0.1367571175345751
BCYC,2019,13.36999988555908,12.0,-0.1428571428571428,-0.2575000127156575,13.21624488687515,2.16,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),2.581446746182856,10.0,5.281,0.0,ok,1970-01-01 01:00:25.569,14.0,60.666662,2019-05-23T16:34:39-04:00,https://www.sec.gov/Archives/edgar/data/1761612/000104746919003291/a2238889z424b4.htm,0.2324999968210856,0.2324999968210856
FULC,2019,14.5,13.5,-0.15625,-0.1911111054597077,17.9974,2.16,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),2.890227303018617,4.0,,,ok,1970-01-01 01:00:25.569,16.0,72.0,2019-07-18T17:19:33-04:00,https://www.sec.gov/Archives/edgar/data/1680581/000104746919004265/a2239252z424b4.htm,0.3170370878996672,0.3170370878996672
AVTR,2019,14.72000026702881,14.5,0.03571428571428571,0.2924137773184941,576.6147944601059,2.16,3826.0,Industrials,1,2019-2021,Low Rate (2019–2021),6.357174442974524,115.0,1524.0,1.0,ok,1970-01-01 01:00:25.569,14.0,2898.0,2019-05-20T06:11:35-04:00,https://www.sec.gov/Archives/edgar/data/1722482/000119312519150954/d698870d424b4.htm,0.2317241800242457,0.2317241800242457
TXG,2019,54.0,52.75,0.3525641025641026,0.07715639231894253,395.6202,2.16,3826.0,Industrials,1,2019-2021,Low Rate (2019–2021),5.980454660123417,7.0,75.289,0.0,ok,1970-01-01 01:00:25.569,39.0,390.0,2019-09-12T06:08:48-04:00,https://www.sec.gov/Archives/edgar/data/1770787/000119312519243349/d737378d424b4.htm,1.151848381729488,1.151848381729488
PD,2019,36.75,38.25,0.59375,0.3911110871757557,341.330325,2.16,7372.0,Tech,1,2019-2021,Low Rate (2019–2021),5.832850703415942,10.0,117.823,0.0,ok,1970-01-01 01:00:25.569,24.0,217.68,2019-04-11T16:57:15-04:00,https://www.sec.gov/Archives/edgar/data/1568100/000162828019004208/pagerduty424b4.htm,-0.5192157022314134,-0.5192157022314134
BILL,2019,37.25,35.5,0.6136363636363636,0.07183096442424075,354.102225,2.16,7372.0,Tech,1,2019-2021,Low Rate (2019–2021),5.869585642633841,13.0,39.08,0.0,ok,1970-01-01 01:00:25.569,22.0,216.117638,2019-12-12T06:23:20-05:00,https://www.sec.gov/Archives/edgar/data/1786352/000119312519312012/d710902d424b4.htm,2.862253538319762,2.862253538319762
FUTU,2019,14.41998660573737,14.96708583831787,0.2472571531931558,-0.01892950146255348,104.5521128848988,2.16,6211.0,Finance,0,2019-2021,Low Rate (2019–2021),4.649685634995151,,136.282,1.0,ok,1970-01-01 01:00:25.569,12.0,90.0,2019-03-08T13:48:15-05:00,https://www.sec.gov/Archives/edgar/data/1754581/000119312519068853/d620103d424b4.htm,-0.1514360784920504,-0.1514360784920504
DOYU,2019,20.30044838788428,21.18467903137207,0.8421460027280061,-0.2330435397973849,66.1561162288567,2.16,7370.0,Tech,1,2019-2021,Low Rate (2019–2021),4.192017346284636,5.0,1041.145646,1.0,ok,1970-01-01 01:00:25.569,11.5,774.951765,2019-07-18T14:43:29-04:00,https://www.sec.gov/Archives/edgar/data/1762417/000104746919004260/a2239266z424b4.htm,0.0713043176058644,0.0713043176058644
HCAT,2019,37.36999893188477,39.16999816894531,0.5065383911132812,-0.07148326188282636,227.2245415054321,2.16,7370.0,Tech,1,2019-2021,Low Rate (2019–2021),5.425938698202962,11.0,154.941,0.0,ok,1970-01-01 01:00:25.569,26.0,182.0,2019-07-25T06:04:32-04:00,https://www.sec.gov/Archives/edgar/data/1636422/000162828019009003/healthcatalyst424b4.htm,-0.07352559070838259,-0.07352559070838259
CAN,2019,9.0,9.0,0.0,-0.3222222328186035,0.0009,2.16,6199.0,Finance,1,2019-2021,Low Rate (2019–2021),-4.605170185988091,99.0,204.347,0.0,ok,1970-01-01 01:00:25.569,9.0,90.0,2019-11-21T12:18:47-05:00,https://www.sec.gov/Archives/edgar/data/1780652/000119312519297270/d773846d424b4.htm,-0.6433333290947808,-0.6433333290947808
PHAT,2019,22.5,24.60000038146973,0.2947368621826174,-0.05894311953066819,19.2735,2.16,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),2.958731095409508,1.0,,,ok,1970-01-01 01:00:25.569,19.0,181.699983,2019-10-25T18:38:18-04:00,https://www.sec.gov/Archives/edgar/data/1783183/000119312519274989/d63338d424b4.htm,0.6178861227595923,0.6178861227595923
YJ,2019,540.0,566.0,50.45454545454545,-0.2261484098939929,118.24812,2.16,5990.0,Consumer,1,2019-2021,Low Rate (2019–2021),4.772785128725575,4.0,1676.581,0.0,ok,1970-01-01 01:00:25.569,11.0,121.0,2019-05-03T15:00:45-04:00,https://www.sec.gov/Archives/edgar/data/1759614/000119312519136764/d633184d424b4.htm,-0.7307420602535611,-0.7307420602535611
IPHA,2019,5.900000095367432,6.050000190734863,0.1000000346790661,0.03884291723447068,4.881660078907013,2.16,2836.0,Industrials,0,2019-2021,Low Rate (2019–2021),1.585485342120819,,,,ok,1970-01-01 01:00:25.569,5.5,68.75,2019-10-18T16:08:35-04:00,https://www.sec.gov/Archives/edgar/data/1598599/000119312519270053/d752656d424b4.htm,-0.3487603416518427,-0.3487603416518427
RVLV,2019,25.15999984741211,34.0,0.8888888888888888,0.01147057028377757,475.0786651187897,2.16,5961.0,Consumer,1,2019-2021,Low Rate (2019–2021),6.16348040109909,16.0,600.993,1.0,ok,1970-01-01 01:00:25.569,18.0,211.764708,2019-06-07T16:03:52-04:00,https://www.sec.gov/Archives/edgar/data/1746618/000119312519168155/d669074d424b4.htm,-0.486470615162569,-0.486470615162569
ALEC,2019,18.70000076293945,18.07999992370605,-0.04842105664704994,-0.001659330020581009,67.80807276649475,2.16,2836.0,Industrials,1,2019-2021,Low Rate (2019–2021),4.216681255210825,22.0,6.001,0.0,ok,1970-01-01 01:00:25.569,19.0,175.75,2019-02-07T13:52:39-05:00,https://www.sec.gov/Archives/edgar/data/1653087/000119312519030566/d550248d424b4.htm,0.9065266242344892,0.9065266242344892
VIR,2019,16.14999961853027,14.02000045776367,-0.2989999771118165,-0.08773184420472135,49.21227883758545,2.16,2836.0,Industrials,1,2019-2021,Low Rate (2019–2021),3.896143162230506,3.0,0.98,0.0,ok,1970-01-01 01:00:25.569,20.0,142.85716,2019-10-11T17:31:57-04:00,https://www.sec.gov/Archives/edgar/data/1706431/000119312519266864/d755217d424b4.htm,1.91654765011119,1.91654765011119
NXTC,2019,186.6000061035156,238.8000030517578,14.92000020345052,-0.2653266323309839,25.60618583755493,2.16,2834.0,Industrials,1,2019-2021,Low Rate (2019–2021),3.242833956576146,4.0,6.347,0.0,ok,1970-01-01 01:00:25.569,15.0,75.0,2019-05-09T16:57:28-04:00,https://www.sec.gov/Archives/edgar/data/1661059/000104746919002988/a2238771z424b4.htm,0.8035175342206136,0.8035175342206136
LEVI,2019,19.17855675214884,19.34255027770996,0.1377970751594095,0.008924899125506222,832.9956804058072,2.16,2300.0,Industrials,1,2019-2021,Low Rate (2019–2021),6.725028456566132,166.0,1568.608,1.0,ok,1970-01-01 01:00:25.569,17.0,623.333339,2019-03-21T16:57:26-04:00,https://www.sec.gov/Archives/edgar/data/94845/000119312519082264/d632158d424b4.htm,-0.4419013415582265,-0.4419013415582265
XGN,2019,16.79999923706055,17.11000061035156,0.2221429007393971,-0.1198129817420703,15.4274392993927,2.16,8071.0,Healthcare,1,2019-2021,Low Rate (2019–2021),2.736147696633489,17.0,40.387,0.0,ok,1970-01-01 01:00:25.569,14.0,50.4,2019-09-20T16:13:24-04:00,https://www.sec.gov/Archives/edgar/data/1274737/000119312519250698/d692844d424b4.htm,-0.2355348067145804,-0.2355348067145804
CHWY,2019,36.0,34.9900016784668,0.5904546217484907,-0.02372111435380351,2508.1704,2.16,5961.0,Consumer,1,2019-2021,Low Rate (2019–2021),7.82730884202855,8.0,3532.837,0.0,ok,1970-01-01 01:00:25.569,22.0,1023.0,2019-06-17T08:03:45-04:00,https://www.sec.gov/Archives/edgar/data/1766502/000119312519174261/d665122d424b4.htm,0.3755358319326668,0.3755358319326668
ZM,2019,65.0,62.0,0.7222222222222222,0.2241935729980469,1674.7055,2.16,7370.0,Tech,1,2019-2021,Low Rate (2019–2021),7.423392607905339,8.0,166.593,1.0,ok,1970-01-01 01:00:25.569,36.0,751.30434,2019-04-18T16:17:57-04:00,https://www.sec.gov/Archives/edgar/data/1585521/000119312519110919/d642624d424b4.htm,1.420322541267641,1.420322541267641
CRWD,2019,63.5,58.0,0.7058823529411765,0.5910344617120151,1235.0242,2.16,7372.0,Tech,1,2019-2021,Low Rate (2019–2021),7.118845844011796,8.0,249.824,0.0,ok,1970-01-01 01:00:25.569,34.0,612.0,2019-06-13T06:03:28-04:00,https://www.sec.gov/Archives/edgar/data/1535527/000104746919003607/a2239024z424b4.htm,0.6762069175983297,0.6762069175983297
